,Unnamed: 0,clean_post,source
1163,144,"JEU., 16 JUIN .        (  )",TOP SORTIE
1164,145,"SAM., 18 JUIN .  'ÉÉ :  É 7  & 6 é à '  ",TOP SORTIE
1165,146,"SAM., 11 JUIN .  ' ""é   '   """,TOP SORTIE
1166,147,"  .  .   .  .  .  . 1⃣ Journée Plage  + KAYAK  sous formule (PAY WHAT YOU WANT) à TIZA de Tigzirt .  . 2⃣ Balade au CAP CARBON de Béjaia vers la plage les AIGUADES .  . 3⃣ Plage & Balade en mer vers l'inaccessible plage de HAIZERT Béni Haoua  .  .  .  . 1⃣ Visite Guidée de DELLYS .  . 2⃣ Visite du MONASTÈRE DE TIBHRINE Médéa .  . 3⃣ Journée Plage  + KAYAK  sous formule (PAY WHAT YOU WANT) à TIZA de Tigzirt .  . 4⃣ Tour d'Alger (Visite Guidée de la ville d'Alger par Bus, endroits historiques) . _________ . Pour les réservations veuillez nous contacter sur notre messagerie ou par téléphone au: .  .  0540 67 29 84 .  0770 54 12 04 .  . Vous serez répondu par un SMS de Confirmation toute de suite Après. .  .  _ :  /  .  .  0562.15.21.11 . ______________ .   ℍℕ ( Service destiné aux gens qui n'ont pas les moyens de transport pour retourner chez eux) . Top Sorties Dz met a votre disposition un Mini bus qui vous diposera chez vous et c'est à la charge de TOP SORTIES DZ, . ______________ . Avoir son propre matériels de randonnée et de camping ? C'est facile maintenant avec notre : .     ",TOP SORTIE
1167,148,"SAM., 11 JUIN .   È          ",TOP SORTIE
1168,149,"SAM., 11 JUIN .  É     ",TOP SORTIE
1169,150,"VEN., 10 JUIN .          ",TOP SORTIE
1170,151,"Bon début de semaine les amis... .  . Notre programme pour ce week end vous attends, ne changez pas votre solution préférée ( top_sorties_dz)  .  . Plus d'activités vous attends pour cet été... .  . Envoyez ""PROGRAMME"" pour savoir plus sur les destinations du prochaine fin de semaine ",TOP SORTIE
1171,152,"VEN., 10 JUIN . É  +    (   )",TOP SORTIE
1172,153,"VEN., 10 JUIN .       ",TOP SORTIE
1173,154,"Bon Samedi a tous les amis ... .  . C'est pour vous informer que désormais le         .  . C'est simple ! Envoyez """" sur la MESSAGERIE, vous allez recevoir tout de suite Après les détails ",TOP SORTIE
1174,155,Envie de changer un peu pour ce week end ?   .  . TOP SORTIES DZ vous propose une sortie PLAGE + KAYAK... Vendredi & Samedi  .  .  Endroit : PLAGE TIZA  TIGZIRT  .  Transport par Bus .  Départ : RUISSEAU en facePlus tribunal (mettez TOP SORTIES DZ sur Maps) .  Horaires : Départ 06h45 . Retour (estimé) 19h00(alger) .  . ℹ Tarif : Sortie Plage 1500da . Kayak :      .  . _________ . Pour les réservations veuillez nous contacter sur notre messagerie ou par téléphone au: .  .  0540 67 29 84 .  0770 54 12 04 .  . Vous serez répondu par un SMS de Confirmation toute de suite Après. .  .  _ :  /  .  .  0562.15.21.11 . ______________,TOP SORTIE
1175,156,"  .  .  . ᴄʟᴏᴛᴜʀᴇ ᴅᴇ ʟᴀ sᴀɪsᴏɴ ᴅᴇs ʀᴀɴᴅᴏɴɴéᴇs ᴄʜᴇᴢ ɴᴏᴜs .  05     (Concours durant la sortie) .  .   :    (Départ d'Alger par Bus) . _________ .    :  16 Km (Aller/Retour) .  .   é: Moyenne  . _________ . :  Vendredi 03 Juin 2022 .  .  : 06h45 (Départ en face tribunal de RUISSEAU) . Retour estimé à 18H00 .  . Stationnement DISPONIBLE. . _________ . ℙ    é     ' . _________ .    : 1700 Da .  .   : . * Transport.  . * Assistance et GUIDE durant la journée.  . * Shooting photo .  . N'oubliez surtout pas vos bavettes . _________ . Pour les réservations veuillez nous contacter sur notre messagerie ou par téléphone au: .  .  0540 67 29 84 .  0770 54 12 04 .  . Vous serez répondu par un SMS de Confirmation toute de suite Après. .  .  _ :  /  .  .  0562.15.21.11 . ______________ .   ℍℕ ( Service destiné aux gens qui n'ont pas les moyens de transport pour retourner chez eux) . Top Sorties Dz met a votre disposition un Mini bus qui vous diposera chez vous et c'est à la charge de TOP SORTIES DZ, . ______________ . Avoir son propre matériels de randonnée et de camping ? C'est facile maintenant avec notre : .       ",TOP SORTIE
1176,157,"SAM., 4 JUIN . É           ",TOP SORTIE
1177,158,"VEN., 3 JUIN . É  +  (   )",TOP SORTIE
1178,159,"SAM., 4 JUIN .   : È    ÉÉ",TOP SORTIE
1179,160,"VEN., 3 JUIN . É É ÉÊ  35     ",TOP SORTIE
1180,161,Bon début de semaine les amis ... .  .  top_sorties_dz souhaite a nos chères MAMAN une joyeuse fête  des mères pour ce dernier dimanche du mois de Mai  .  .  N'oubliez pas de jeter un coup d'œil sur les story pour savoir plus de nos programmes de fin de semaine ,TOP SORTIE
1181,162,"VEN., 3 JUIN .       : 05   ",TOP SORTIE
1182,163,"VEN., 3 JUIN .       : 05      ",TOP SORTIE
1183,164,"Bon Samedi a vous les amis... .  . Chez  top_sorties_dz, Qui dit mois de Juin dit la clôture de la saison des randonnées... .  . Comme chaque année la dernière randonnée est toujours pleine de surprises .  .  Justement TopPlus Sorties Dz offre 05 Places gratuites dans chaque randonnées du prochain week end (tirage au sort dans le bus ) .  . Envoyez ""PROGRAMME"" sur la messagerie ou bien tapez ""PROGRAMME"" sur un commentaire, vous serez répondu toute de suite Après  .  .  Nous allons entamer avec les sorties  et pleins d'autres activités pour cet été .  .  Tout simplement ! Préparez vous et si vous êtes nouveau parmi nous ? C'est simple RESTEZ BRANCHÉS",TOP SORTIE
1184,166,"  .  .   .  .  .  . 1⃣ Randonnée de SIDI SEMIANE vers OUED DJERRAH . [Parcours :10km / Dificulté : Moyenne ] .  . 2⃣ Randonnée vers le sommet de LELLA KHEDIDJA 2308mPlus . [Parcours :12km / Dificulté : Difficile ] .  . 3⃣ Randonnée de AIT BOUADDOU vers TAMDA UGULMIM (Nouveau Circuit) . [Parcours :12km / Dificulté : Difficile ] .  .  .  . 1⃣ Visite Guidée du village ATH YENNI .  . 2⃣ Visite et Tour du CAP CARBON et la plage LES AIGUADES . _________ . Pour les réservations veuillez nous contacter sur notre messagerie ou par téléphone au: .  .  0540 67 29 84 .  0770 54 12 04 .  . Vous serez répondu par un SMS de Confirmation toute de suite Après. .  .  _ :  /  .  .  0562.15.21.11 .  0555.82.12.03 . ______________ .   ℍℕ ( Service destiné aux gens qui n'ont pas les moyens de transport pour retourner chez eux) . Top Sorties Dz met a votre disposition un Mini bus qui vous diposera chez vous et c'est à la charge de TOP SORTIES DZ, . ______________ . Avoir son propre matériels de randonnée et de camping ? C'est facile maintenant avec notre : .     ",TOP SORTIE
1185,167,"SAM., 28 MAI .          ",TOP SORTIE
1186,168,"SAM., 28 MAI .        ",TOP SORTIE
1187,169,"VEN., 27 MAI .      ( )",TOP SORTIE
1188,170,"VEN., 27 MAI .     : É     ",TOP SORTIE
1189,171,"VEN., 27 MAI . ÉÉ    É       ",TOP SORTIE
1190,172,Bonjour et bonne journée voici le programme de ce week end... .  .  20/05 .  . 1⃣ ́      (17km = Moyenne ) .  . 2⃣ ́     9 &   (14km = Facile ) .  . Plus3⃣ ́      (Tour du Village) .  . 4⃣ ́      (14km = Difficile ) .  .  21/05 .  . 5⃣      (Médea) .  . 6⃣  é   . _________ . Contactez nous sur la messagerie pour recevoir plus d'informations... . _________ . Pour les réservations veuillez nous contacter sur notre messagerie ou par téléphone au: .  .  0540 67 29 84 .  0770 54 12 04 .  . Vous serez répondu par un SMS de Confirmation toute de suite Après. .  .  _ :  /  .  .  0562.15.21.11 .  0555.82.12.03 . ______________,TOP SORTIE
1191,173,"VEN., 20 MAI .    È  ",TOP SORTIE
1192,174,"SAM., 21 MAI .  :  '     ",TOP SORTIE
1193,175,Excellent début de semaine Les amis ... .  . Après avoir passé un bon week end a notre compagnie le voilà le programme pour vendredi et samedi prochains  .  .  20/05 .  . 1⃣ ́    Plus  (17km = Moyenne ) .  . 2⃣ ́     9 &   (14km = Facile ) .  . 3⃣ ́      (Tour du Village) .  . 4⃣ ́      (14km = Difficile ) .  .  21/05 .  . 5⃣      (Médea) .  . 6⃣  é   .  . _________ . Pour les réservations veuillez nous contacter sur notre messagerie ou par téléphone au: .  .  0540 67 29 84 .  0770 54 12 04 .  . Vous serez répondu par un SMS de Confirmation toute de suite Après. .  .  _ :  /  .  .  0562.15.21.11 .  0555.82.12.03 . ______________,TOP SORTIE
1194,176,"VEN., 20 MAI .   : É ' ",TOP SORTIE
1195,177,"VEN., 20 MAI .  Ê      ",TOP SORTIE
1196,178,"VEN., 20 MAI .   :   9     ",TOP SORTIE
1197,179,"VEN., 20 MAI .   :  & É   Ê É",TOP SORTIE
1198,180,"SAM., 14 MAI .  É     ",TOP SORTIE
1199,181,"On vous souhaite un excellent début de semaine les amis... .  . [Petit Rappel] . Si vous souhaitez recevoir le programme de la fin de cette semaine merci d'envoyer ""PROGRAMME"" sur la messagerie  .  . Haya bonne journée à tous",TOP SORTIE
1200,182,"VEN., 13 MAI . É    (  É)",TOP SORTIE
1201,183,"VEN., 13 MAI .         13/05",TOP SORTIE
1202,184,"Comme vous l'avez trop demandé qu'elle sera refaite le week end prochain ... .  . Alors vous êtes servis  .  . VEN., 13 MAI .      :    É",TOP SORTIE
1203,185,"VEN., 13 MAI .      :    É",TOP SORTIE
1204,186,"  .  .  .  .   :     (Départ d'Alger par Bus) . _________ .    : 12 Km (Aller/Retour) .  .   é: Facile  . _________ . : Vendredi 06 Mai 2022 .  .  : 06h45 (Départ en face tribunal de RUISSEAU) . Retour estimé à 17H00 .  . Stationnement DISPONIBLE. . _________ . ℙ    é     ' . _________ .    : 1700 Da .  .   : . * Transport.  . * Assistance et GUIDE durant la journée.  . * Shooting photo .  . N'oubliez surtout pas vos bavettes . _________ . Pour les réservations veuillez nous contacter sur notre messagerie ou par téléphone au: .  .  0540 67 29 84 .  0770 54 12 04 .  0699.23.25.23 .  . Vous serez répondu par un SMS de Confirmation toute de suite Après. .  .  _ :  /  .  .  0562.15.21.11 .  0555.82.12.03 . ______________ .   ℍℕ ( Service destiné aux gens qui n'ont pas les moyens de transport pour retourner chez eux) . Top Sorties Dz met a votre disposition un Mini bus qui vous diposera chez vous et c'est à la charge de TOP SORTIES DZ, . ______________ . Avoir son propre matériels de randonnée et de camping ? C'est facile maintenant avec notre : .       ",TOP SORTIE
1205,187,C'est simple d'être un GUIDE comme  dakious.makious  bonne journée...,TOP SORTIE
1206,188, ,TOP SORTIE
1207,189,"SAM., 7 MAI . '  : É    & ",TOP SORTIE
1208,190,"VEN., 6 MAI . '  : É &     ",TOP SORTIE
1209,191,"VEN., 6 MAI . '  : É     ",TOP SORTIE
1210,192,"VEN., 6 MAI . '  : É    ...",TOP SORTIE
1211,194," PETIT_RAPPEL .  . '   2022 . ℹ Informations : 0540.67.29.84 (Appel, SMS, WhatsApp, Viber) ou sur la messagerie de la page . _____________________________ . Comme chaque Ramadhan,    programme un I'FTAR Collectif en plein forêt pour ce  22 Avril 2022, ceci est programmé dans la FORÊT DE  à Alger donc la mise en place des tables et la décoration du lieu seront faîtes de notre part... . (Avec disponibilité du  Aller/Retour) . _____________________________ .  Au Programme : .  .   Regroupement à 18h00 au niveau de la forêt de bainem (l'adresse exacte de l'endroit vous sera transmise sur la confirmation de votre réservation) .   I'ftar collectif .   Ka3dat boukalat à la soirée .   Soirée animée par des jeux de groupe aussi par un guitariste. .  .   . F'tour: Chaque participant ramène le sien . _____________________________ .   : 600 da Par personne .  . Le tarif comprends : .   Mise en place (Tables et chaises) .   Thé et Gâteaux pour la soirée .  .   Aller/retour : . Supplément : 500da .  . (points de départ : Ruisseau , 1 mai , Audin , Said hamdine et Benaknon) . _____________________________ .  É : . veuillez nous envoyer vos cordonnées (nom et prénom de chaque participant) sur notre messagerie ou par téléphone au: .  .  0540 67 29 84 .  0770 54 12 04 .  . Vous serez répondu par un SMS de Confirmation toute de suite Après. . _____________________________ .  culture  art  tradition  traditionnel  travel  trip  happy  fiesta  soirée  adventure  ramadan  iftar  algerois  alger  outdoor  insta  explore  spring  family  famille  instatravel  visit .  رمضان  العاصمة  بوقالات  لمة  رمضان_يجمعنا",TOP SORTIE
1212,195,"VEN., 22 AVR. .  2022,   Ê ",TOP SORTIE
1213,196,TOP SORTIES TOURISTIQUES DZ vous souhaite un RAMADHAN MUBAREK...,TOP SORTIE
1214,197,"  .  30% "" 1  .       .  .   .  .  . 1⃣ Randonnée au THALA GUILEF  Djurdjura  . [Parcours :14km / Dificulté : Moyenne ] .  . 2⃣ Randonnée vers LES CASCADES DEZONDAY  El hamdania  . [Parcours :12km / Dificulté : Facile ] .  . 3⃣ Randonnée Au mont de TAMGOUT . [Parcours :24km / Dificulté : Difficile ] .  . 4⃣ Randonnée en forêt des cèdres EL MEDAD  Theniat el had  . [Parcours :10km / Dificulté : Facile ] .  . 5⃣ Randonnée vers le LAC AGULMIM . [Parcours :24km / Dificulté : Difficile ] . _________ . Pour les réservations veuillez nous contacter sur notre messagerie ou par téléphone au: .  .  0540 67 29 84 .  0770 54 12 04 .  . Vous serez répondu par un SMS de Confirmation toute de suite Après. .  .  _ :  /  .  .  0562.15.21.11 .  0555.82.12.03 . ______________ .   ℍℕ ( Service destiné aux gens qui n'ont pas les moyens de transport pour retourner chez eux) . Top Sorties Dz met a votre disposition un Mini bus qui vous diposera chez vous et c'est à la charge de TOP SORTIES DZ, . ______________ . Avoir son propre matériels de randonnée et de camping ? C'est facile maintenant avec notre : .     ",TOP SORTIE
1215,198,Un bon plan pour regarder le match  .  . À l'occasion du match retour ALGÉRIE   CAMEROUN .  . TOP SORTIES DZ vous donne rendez vous au RESTAURANT KARISMA de Said Hamdine afin de regarder le match a notre compagniePlus à 1500 da seulement .  . Programme : .   Cocktail de bienvenue .   Soirée Karaoké .  . IMPORTANT : . Supplément (consommation au choix n'est pas iclus ) .  . Tarif : 1500 da .  . Réservation : . 0540.67.29.84 .  . (Envoyez les noms des participants + MATCH) .  . Votre réservation sera confirmée toute de suite Après...,TOP SORTIE
1216,199,"VEN., 1 AVR. .   1  30% : É ÉÊ     ",TOP SORTIE
1217,200,"Mention spéciale à mes nouveaux super fans ! .  . Youcef Usma, Maria Djana",TOP SORTIE
1218,201,"VEN., 1 AVR. .   1  30% :    É",TOP SORTIE
1219,202,"VEN., 1 AVR. .   1  30% :   É",TOP SORTIE
1220,203,"VEN., 1 AVR. .   1  :     É",TOP SORTIE
1221,204,"VEN., 1 AVR. .   1  :   ",TOP SORTIE
1222,205,"On vous souhaite un excellent début de semaine ... après un super week end passé a votre compagnie (Chenoua, Lac Dhaya, Tamgout et Lac vert) .  . On vous remercie de votre confiance  .  . On vous donne rendez vousPlus pour le week end prochain dont il y'aura une RÉDUCTION DE 30% sur toute nos destinations, envoyez ""PROGRAMME"" sur la messagerie pour en savoir plus  .  . OFFRE: Si vous cherchez un bon endroit pour regarder le match retour ALGERIE CAMEROUN prévu ce MARDI a 20h ! . Envoyez ""MATCH"" et les détails de la surprise vous sera transmis juste après quelques secondes .  . Bonne journée ",TOP SORTIE
1223,206," .  .   1  2022 .  . C'est le dernier vendredi avant qu'on prends une pause de repos du MOIS SACRÉ DU RAMADHAN .  .  top_sorties_dz vous offre une réduction (PROMO) pour toutes nos destinations duPlus week end prochain .  . Pour en savoir plus ? C simple .  . Envoyez ""PROGRAMME"", vous allez recevoir le programme toute de suite Après .  . Bonne chance ",TOP SORTIE
1224,207,EL KHADRA nous à honoré au Cameroun... .  . Et  top_sorties_dz vous donne rendez vous demain pour de nouvelles destinations .  . واش تقعد دير غدوة في الدار ؟ .  . 0540.67.29.84,TOP SORTIE
1225,208,"  .   .  .  .  . 1⃣ Randonnée au mont de CHENOUA Tipaza  . [Parcours :14km / Dificulté : Moyenne ] .  . 2⃣ Randonnée & Pique nique au bord du LAC DHAYA de  Tamasguida  . [Parcours :18km /Plus Dificulté : Facile ] .  .  .  . 3⃣ Randonnée Au mont de TAMGOUT . [Parcours :24km / Dificulté : Difficile ] .  . 4⃣ Randonnée vers le LAC VERT  Yakouren  . [Parcours :10km / Dificulté : Facile ] . _________ . Pour les réservations veuillez nous contacter sur notre messagerie ou par téléphone au: .  .  0540 67 29 84 .  0770 54 12 04 .  . Vous serez répondu par un SMS de Confirmation toute de suite Après. .  .  _ :  /  .  .  0562.15.21.11 .  0555.82.12.03 . ______________ .   ℍℕ ( Service destiné aux gens qui n'ont pas les moyens de transport pour retourner chez eux) . Top Sorties Dz met a votre disposition un Mini bus qui vous diposera chez vous et c'est à la charge de TOP SORTIES DZ, . ______________ . Avoir son propre matériels de randonnée et de camping ? C'est facile maintenant avec notre : .     ",TOP SORTIE
1226,209,"  .  .  .  .   :    (Départ d'Alger par Bus) . _________ .    :  15 Km (Aller/Retour) .  .   é: Facile  . _________ . :  Vendredi 18 Mars 2022 .  .  : 06h45 (Départ en face tribunal de RUISSEAU) . Retour estimé à 17H00 .  . Stationnement DISPONIBLE. . _________ . ℙ    é     ' . _________ .    : 1700 Da .  .   : . * Transport.  . * Assistance et GUIDE durant la journée.  . * Shooting photo .  . N'oubliez surtout pas vos bavettes . _________ . Pour les réservations veuillez nous contacter sur notre messagerie ou par téléphone au: .  .  0540 67 29 84 .  0770 54 12 04 .  0699.23.25.23 .  . Vous serez répondu par un SMS de Confirmation toute de suite Après. .  .  _ :  /  .  .  0562.15.21.11 .  0555.82.12.030555.82.12.03 . ______________ .   ℍℕ ( Service destiné aux gens qui n'ont pas les moyens de transport pour retourner chez eux) . Top Sorties Dz met a votre disposition un Mini bus qui vous diposera chez vous et c'est à la charge de TOP SORTIES DZ, . ______________ . Avoir son propre matériels de randonnée et de camping ? C'est facile maintenant avec notre : .       ",TOP SORTIE
1227,210,"SAM., 26 MARS . É       Ê  ",TOP SORTIE
1228,211,"SAM., 26 MARS .  ÉÊ, É    ...",TOP SORTIE
1229,212,"VEN., 25 MARS .   ', É       ",TOP SORTIE
1230,213,"Excellent début de semaine les amis  .  . Récapitulatif des sorties du week end dernier (Cascades de Zonday, Mont de Zeccar, Thala Guilef) .  . Le week end prochain est très riche aussi si vous voulez en savoir plus ! .  . Envoyez ""PROGRAMME"" et vous allez tout de suite Après recevoir tous les détails .  . Bonne journée  ",TOP SORTIE
1231,214,"VEN., 25 MARS . É  ,   :   ",TOP SORTIE
1232,215,"Le week end ! C'est très bien passé avec  top_sorties_dz .  . Vous attendez certainement le programme du week end prochain .  . Envoyez ""PROGRAMME"" pour en savoir plus .  . Pleins de surprises qui vous attendent",TOP SORTIE
1233,216,جمعة مباركة يا أصدقاء ,TOP SORTIE
1234,217,"Notre grande famille TOP SORTIES vient de perdre une Maman , une grande sœur, une femme en or qui nous a habitué avec son magnifique sourire durant les randonnées... .  . Madame LAMRI ""Khalti Malika"" .  . Une grandePlus pensée a son fils Nacereddine Lamri qui est déjà membre avec nous depuis des années .  . إنا لله وإنا إليه راجعون .  . ربي يجعلها من أهل الجنة إنشاء الله",TOP SORTIE
1235,218,"  .   .  .  .  . 1⃣ Randonnée vers les CASCADES DE ZONDAY El Hamdania  . [Parcours :12km / Dificulté : Facile ] .  . 2⃣ Randonnée Ain N'Sour au mont de ZECCAR  Meliana  . [Parcours :18km /Plus Dificulté : Moyenne ] .  . 3⃣ Randonnée au Djurdjura à THALA GUILEF . [Parcours :14km / Dificulté : Moyenne ] . _________ . Pour les réservations veuillez nous contacter sur notre messagerie ou par téléphone au: .  .  0540 67 29 84 .  0770 54 12 04 .  . Vous serez répondu par un SMS de Confirmation toute de suite Après. .  .  _ :  /  .  .  0562.15.21.11 .  0555.82.12.03 . ______________ .   ℍℕ ( Service destiné aux gens qui n'ont pas les moyens de transport pour retourner chez eux) . Top Sorties Dz met a votre disposition un Mini bus qui vous diposera chez vous et c'est à la charge de TOP SORTIES DZ, . ______________ . Avoir son propre matériels de randonnée et de camping ? C'est facile maintenant avec notre : .     ",TOP SORTIE
1236,219,"VEN., 18 MARS . É  ,  ",TOP SORTIE
1237,220,"Sur ce Bonjour, On vous vous souhaite un excellent début de semaine plein d'énergie et de bon humeur... .  . Restez positifs ",TOP SORTIE
1238,221,"VEN., 18 MARS . É  18    '      ",TOP SORTIE
1239,222,"VEN., 18 MARS . É         ",TOP SORTIE
1240,223,"C'était agréable la PROMO avec  top_sorties_dz n'est ce pas ? .  . Alors si vous êtes toujours intéressés pour une nouvelle aventure avec nous ! .  . C'est simple !  .  . Envoyez ""PROGRAMME"" sur la messagerie , vous allez toute de suite Après recevoir les détails .  . Bonne chance",TOP SORTIE
1241,225,"BONNE FÊTE à toutes les femmes qui nous suivent... .  . On vous souhaite plein de bonheur, de santé et de la réussite dans votre vie  .  . Vous êtes nos Mamans , Nos femmes , nos Sœurs et nos Amies donc vous représentez TOUS pour nous... .  . Bonne journée .  .  .  08mars  08march  femme",TOP SORTIE
1242,226,"  .  .        : 999  .  .  40% ""É   "" .        .  .  .  . 1⃣ Randonnée & Pique nique au LAC DHAYA  Tamazguida  . [Parcours :8km / Dificulté : Facile ] .  . 2⃣ Randonnée vers OUED BLATT  Chrea  . [Parcours :18km / Dificulté : Moyenne ] .  . 3⃣ Randonnée en forêt des cèdres de THENIAT EL HAD . [Parcours :12km / Dificulté : Facile ] .  . 4⃣ Randonnée vers la source glaciale de TABOURTH EL AINSER . [Parcours :14km / Dificulté : Moyenne ] .  .  .  . 5⃣ Visite Guidée du MONASTÈRE DE TIBHIRINE Médea  .  . 6⃣ Randonnée vers les TÉLÉSIÈGES DE TIKIJDA Djurdjura  . [Parcours :10km / Dificulté : Facile ] . _________ . Pour les réservations veuillez nous contacter sur notre messagerie ou par téléphone au: .  .  0540 67 29 84 .  0770 54 12 04 .  . Vous serez répondu par un SMS de Confirmation toute de suite Après. .  .  _ :  /  .  .  0562.15.21.11 .  0555.82.12.03 . ______________ .   ℍℕ ( Service destiné aux gens qui n'ont pas les moyens de transport pour retourner chez eux) . Top Sorties Dz met a votre disposition un Mini bus qui vous diposera chez vous et c'est à la charge de TOP SORTIES DZ, . ______________ . Avoir son propre matériels de randonnée et de camping ? C'est facile maintenant avec notre : .     ",TOP SORTIE
1243,227,"SAM., 12 MARS .  40% : É   ÉÉÈ  ",TOP SORTIE
1244,228,"SAM., 12 MARS .  40% :   È    ÉÉ",TOP SORTIE
1245,229,"VEN., 11 MARS .  40% : É   Ê '     ",TOP SORTIE
1246,230,"On vous souhaite un bon début de semaine les amis  .  . N'oubliez pas que  top_sorties_dz offre une  PROMO de 40% pour ce weekend et pour toutes les destinations UNIQUEMENT pour les femmes à l'occasion de la journée mondiale des femmes (999 da) .  . Envoyez ""Programme"" pour en savoir plus ou bien jeter un coup d'œil sur les story ",TOP SORTIE
1247,231,"VEN., 11 MARS .  40% : É &       ",TOP SORTIE
1248,232,"VEN., 11 MARS .  40% : É    ",TOP SORTIE
1249,233,"VEN., 11 MARS .  40% : É    ( )",TOP SORTIE
1250,234,"Hey Hey les amis bon samedi a tous... .  . Alors pour le week end prochain TOP SORTIES DZ à décidé de fêter avec vous la journée des FEMMES ... et comme le 08 Mars est au milieu de la semaine ! .  . NOUS OFFRONS ÀPlus TOUTES LES FEMMES UNE RÉDUCTION DE 40% SUR TOUTES LES DESTINATIONS DU WEEK END PROCHAIN sois 999da pour la personne .  . Envoyez ""PROGRAMME"" pour en savoir plus  .  . Un cadeau de  top_sorties_dz pour toutes vos mamans, vos sœurs et vos proches  .  . Sachez qu'on vous aime et que vous méritez toujours plus de bonheur ",TOP SORTIE
1251,235," ́ ê   .  . TOP SORTIES TOURISTIQUES DZ vous propose une RANDONNÉE ÉXTRÊME spéciale vers  ' (nommé l'antenne d'Akfadou) qui se situe a une altitude de 1600m . Prévu pour  VENDREDI_04_MARS_2022 . ____________________________ . L'antenne d'Akfadou ou bien  ' est la 3ème plus haute altitude d'Akfadou puisque elle se situe a 1600m d'altitude . _______________________ . ́  : .  .   : 18 km aller/retour .  ́ ́́ : 10°  .    ́ : Moyen . ____________________________ . Tout en respectant toutes les mesures préventives contre le Covid 19  . ""Pause"" de 15 minutes destiné pour le nettoyage de l'endroit (on fournie pour chaque participant un sac poubelle & un gant . Voyage dans un  bus confortable . _____________________________ . ́ : 06h45 en face tribunal de RUISSEAU au grand parking 100 mètres de la station tram et métro. .  Stationnement  DISPONIBLE .   estimé à 19h00 (sur Alger) . _____________________________ .  : 1700 Dzd par personne .    1500         .  . ****Le tarif comprend**** .  .  Transport en bus aller/retour . .  Assistance et  GUIDE durant la randonnée .  Service Lahakni en fin de la Sortie  .                                               .  ’́ ́ : .  .  Vêtements chauds confortables pour la marche .  Chaussure de marche .  De l'eau .  Un bâton de randonnée si disponible .                                                   .  '     . _________________________ .  Pour  RÉSERVER veuillez nous communiquer les noms des participants veuillez ainsi mentionner le  nom de la sortie + la date qui vous convient, vous serez répondu par un SMS de Confirmation toute de suite Après : .  0540.67.29.84 .  0770.54.12.04 .  0699.23.25.23 .  . Info_Line : .  0562.15.21.11 /  0555.82.12.03 .  .  Lien d'inscription en ligne direct : .  . https://docs.google.com/forms/d/e/1FAIpQLSegFSwf0EI5AkWFxnXSQQws2zUSaLaMKzQwRVC7kx667zfCag/viewform?usp=pp_url . _______________________ .       . C'est possible maintenant d'avoir votre  Propre équipement de randonnée et de camping sur notre boutique en ligne BUYme . _______________________ .  Lahakni_Après_La_Sortie  . Top Sorties Touristiques Dz lance un nouveau service ... . C'est simple  . Une fois sur Alger , en fin de la sortie ! Vous allez prendre un nouveau Taxi  . Top Sorties Dz met a votre disposition un  Mini_bus de 15 places qui vous diposera chez vous et c'est à la charge de TOP SORTIES DZ",TOP SORTIE
